episode,step,sim_time,total_Halted,action,phase_tl1,phase_tl2,phase_tl3
0,672,3370.0,15.0,1,1,0,0
0,673,3375.0,16.0,0,1,0,0
0,674,3380.0,16.0,0,1,0,0
0,675,3385.0,16.0,0,1,0,0
0,676,3390.0,13.0,0,1,0,0
0,677,3395.0,3.0,1,0,0,0
0,678,3400.0,7.0,1,1,0,0
0,679,3405.0,3.0,1,0,0,0
0,680,3410.0,4.0,1,1,0,0
0,681,3415.0,1.0,1,0,0,0
0,682,3420.0,3.0,1,1,0,1
0,683,3425.0,0.0,1,0,1,1
0,684,3430.0,3.0,2,0,0,1
0,685,3435.0,7.0,3,0,0,0
0,686,3440.0,13.0,1,1,0,0
0,687,3445.0,4.0,1,0,0,0
0,688,3450.0,7.0,1,1,0,0
0,689,3455.0,15.0,0,1,0,0
0,690,3460.0,18.0,0,1,0,0
0,691,3465.0,4.0,1,0,0,0
0,692,3470.0,5.0,1,1,0,0
0,693,3475.0,11.0,0,1,0,0
0,694,3480.0,2.0,1,0,0,0
0,695,3485.0,7.0,1,1,0,0
0,696,3490.0,9.0,0,1,1,0
0,697,3495.0,9.0,2,1,0,1
0,698,3500.0,0.0,1,0,0,1
0,699,3505.0,1.0,3,0,0,0
0,700,3510.0,2.0,1,1,0,0
0,701,3515.0,2.0,0,1,0,0
0,702,3520.0,2.0,0,1,0,0
0,703,3525.0,2.0,0,1,0,0
0,704,3530.0,2.0,0,1,0,0
0,705,3535.0,2.0,0,1,0,0
0,706,3540.0,2.0,0,1,0,0
0,707,3545.0,2.0,0,1,0,0
0,708,3550.0,2.0,0,1,0,0
0,709,3555.0,1.0,0,1,1,0
0,710,3560.0,1.0,2,1,0,0
0,711,3565.0,1.0,0,1,0,1
0,712,3570.0,0.0,1,0,0,1
0,713,3575.0,0.0,3,0,0,0
0,714,3580.0,0.0,1,1,0,0
0,715,3585.0,0.0,0,1,0,0
0,716,3590.0,0.0,0,1,0,0
0,717,3595.0,0.0,0,1,0,0
0,718,3600.0,0.0,0,1,0,0
